type,value,count,mean,std
hbond_residue,0.094,954,2.1663522012578613,0.47093522375051644
hbond_residue,0.095,820,2.152341463414634,0.5196876458570041
hbond_residue,0.096,843,2.1318979833926455,0.511341550984692
hbond_residue,0.097,862,2.108503480278422,0.49294414706177253
hbond_residue,0.098,867,2.1394002306805078,0.5010350165377145
hbond_residue,0.099,921,2.1202062975027145,0.4817785778232311
hbond_residue,0.1,685,2.1483795620437958,0.5003781071282385
hbond_residue,0.101,898,2.1252895322939866,0.4793150907911596
hbond_residue,0.102,712,2.109887640449438,0.46402790593636817
hbond_residue,0.103,696,2.1354597701149425,0.48553953411246964
hbond_residue,0.104,592,2.0739864864864868,0.4743377173361351
hbond_residue,0.105,703,2.0906401137980084,0.4809944238486856
hbond_residue,0.106,639,2.1231455399061034,0.4658298625262936
hbond_residue,0.107,508,2.115629921259842,0.4944954846119109
hbond_residue,0.108,462,2.1054545454545455,0.4941586372374717
hbond_residue,0.109,544,2.086047794117647,0.47646022216335915
hbond_residue,0.11,468,2.1395726495726493,0.5040555917692358
hbond_residue,0.111,451,2.088647450110865,0.5060149839252912
hbond_residue,0.112,368,2.1906521739130436,0.5234200955335184
hbond_residue,0.113,471,2.1240127388535033,0.5111099364533338
hbond_residue,0.114,320,2.1169374999999997,0.4789226149324649
hbond_residue,0.115,364,2.0706593406593408,0.5071322132870396
hbond_residue,0.116,390,2.0882820512820515,0.48911104337846084
hbond_residue,0.117,309,2.126601941747573,0.49326378863061004
hbond_residue,0.118,338,2.0666568047337277,0.48300012308838985
hbond_residue,0.119,261,2.0436781609195402,0.47363463360633484
hbond_residue,0.12,280,2.0829285714285715,0.48432721587870353
hbond_residue,0.121,272,2.0837132352941174,0.5349592811344485
hbond_residue,0.122,232,2.1013362068965518,0.4951501242912218
hbond_residue,0.123,217,2.0775115207373274,0.49120587170006247
hbond_residue,0.124,243,2.006913580246914,0.4629596378481414
hbond_residue,0.125,177,2.019943502824859,0.4596393786328475
hbond_residue,0.126,185,2.0278378378378377,0.48936105686262305
hbond_residue,0.127,194,2.0567010309278353,0.48597064450285965
hbond_residue,0.128,159,2.0787421383647797,0.5083364682510177
hbond_residue,0.129,172,2.0111046511627904,0.502666668624257
hbond_residue,0.13,141,1.970567375886525,0.4175031711768899
hbond_residue,0.131,128,2.084375,0.5569163845452924
hbond_residue,0.132,154,1.9984415584415585,0.4787431188615785
hbond_residue,0.133,134,1.9850746268656716,0.4571549694278976
hbond_residue,0.134,89,2.0476404494382026,0.5425843743674003
hbond_residue,0.135,111,2.0632432432432433,0.5473954088458519
hbond_residue,0.136,114,2.042105263157895,0.5125452032854231
hbond_residue,0.137,75,2.0381333333333336,0.48665852047976677
hbond_residue,0.138,91,2.043076923076923,0.4886237508625794
hbond_residue,0.139,73,2.0775342465753424,0.4961682790706589
hbond_residue,0.14,96,2.008854166666667,0.48601455266206334
hbond_residue,0.141,62,1.981290322580645,0.47308351534057147
hbond_residue,0.142,53,2.0164150943396226,0.475319532404643
hbond_residue,0.143,58,1.9924137931034482,0.4960231861405882
hbond_residue,0.144,62,1.9735483870967743,0.3826145064708272
hbond_residue,0.145,64,1.9321875,0.40960906953307324
hbond_residue,0.146,48,2.1335416666666664,0.5562129747352976
hbond_residue,0.147,39,1.9979487179487188,0.49538992405713156
hbond_residue,0.148,38,1.8810526315789466,0.41560222299240973
hbond_residue,0.149,36,2.0283333333333333,0.4974685919734029
hbond_residue,0.15,46,1.9019565217391305,0.5293335414553293
hbond_residue,0.151,37,1.9524324324324323,0.4565937658972639
hbond_residue,0.152,31,1.946774193548387,0.5060306448502654
hbond_residue,0.153,30,1.9373333333333334,0.4570553090770914
hbond_residue,0.154,38,2.003947368421052,0.46134551199772517
hbond_residue,0.155,32,2.1003125000000002,0.45461167752682075
hbond_residue,0.156,31,2.029032258064516,0.464982516762621
hbond_residue,0.157,31,2.068064516129032,0.5314643152821402
hbond_residue,0.158,28,1.917857142857143,0.390707756539857
hbond_residue,0.159,22,2.004090909090909,0.41029544888031705
hbond_residue,0.16,17,2.066470588235294,0.3676625879073268
hbond_residue,0.161,20,2.0289999999999995,0.46466009081908466
hbond_residue,0.162,24,1.9845833333333331,0.5355602920203185
hbond_residue,0.163,22,1.9727272727272724,0.46898518893246144
hbond_residue,0.164,25,1.9092000000000002,0.3806302142499988
hbond_residue,0.165,12,2.2183333333333333,0.5985654146002386
hbond_residue,0.166,2,2.69,0.3900000000000001
hbond_residue,0.167,24,1.7600000000000005,0.4789224015084977
hbond_residue,0.168,12,1.8466666666666667,0.5112946530350403
hbond_residue,0.169,18,1.9100000000000001,0.41097445176069036
hbond_residue,0.17,16,2.049375,0.472234962042202
hbond_residue,0.171,6,1.8166666666666667,0.2074983266331456
hbond_residue,0.172,20,1.9545000000000001,0.5856404613754074
hbond_residue,0.173,6,1.58,0.30730007050655445
hbond_residue,0.174,18,2.0194444444444444,0.4216300672156184
hbond_residue,0.175,14,2.0342857142857143,0.6070739456690627
hbond_residue,0.176,7,1.91,0.41026124081405224
hbond_residue,0.177,6,1.485,0.2548692475237712
hbond_residue,0.178,6,1.8166666666666667,0.4058598553961974
hbond_residue,0.179,5,2.012,0.4945462566838415
hbond_residue,0.18,7,1.8628571428571428,0.2403993276502534
hbond_residue,0.181,3,1.8966666666666665,0.08576453553512403
hbond_residue,0.182,7,1.762857142857143,0.2875867216145065
hbond_residue,0.183,5,2.05,0.521536192416212
hbond_residue,0.184,3,1.9433333333333334,0.22895899681432533
hbond_residue,0.185,6,1.8066666666666664,0.2223860507216124
hbond_residue,0.186,4,1.8875000000000002,0.4067785023818245
hbond_residue,0.187,3,1.9833333333333334,0.3064129385141706
hbond_residue,0.188,6,1.72,0.3786379097061818
hbond_residue,0.189,2,2.44,0.71
hbond_residue,0.19,5,2.43,0.6001999666777732
hbond_residue,0.191,3,1.7466666666666668,0.29044027881055945
hbond_residue,0.192,5,2.124,0.23979991659714978
hbond_residue,0.193,2,1.75,0.25
hbond_residue,0.194,4,1.825,0.38996794740080887
hbond_residue,0.195,1,2.25,0.0
hbond_residue,0.196,2,1.375,0.32499999999999996
hbond_residue,0.197,2,1.97,0.47
hbond_residue,0.2,4,1.905,0.7189054179793055
hbond_residue,0.203,4,2.1550000000000002,0.09069178573608529
hbond_residue,0.209,1,1.91,0.0
hbond_residue,0.21,1,1.75,0.0
hbond_residue,0.211,2,1.65,0.15000000000000002
hbond_residue,0.212,1,2.1,0.0
hbond_residue,0.213,1,3.0,0.0
hbond_residue,0.217,3,1.86,0.37665191711534757
hbond_residue,0.22,1,1.68,0.0
hbond_residue,0.221,1,3.0,0.0
hbond_residue,0.222,2,1.775,0.07500000000000007
hbond_residue,0.225,1,1.5,0.0
hbond_residue,0.226,1,2.5,0.0
hbond_residue,0.23,1,2.0,0.0
hbond_residue,0.231,1,2.0,0.0
hbond_residue,0.25,1,2.6,0.0
hbond_residue,0.259,1,2.06,0.0
