type,value,count,mean,std
hbond_residue,0.16,6,32.953333333333326,11.35556495976997
hbond_residue,0.161,11,26.728181818181817,20.407608571395762
hbond_residue,0.162,5,38.08800000000001,17.76175374224066
hbond_residue,0.163,8,23.60125,13.083292243831442
hbond_residue,0.164,8,18.767500000000002,10.739517854633885
hbond_residue,0.165,5,31.194,15.786247939266632
hbond_residue,0.166,1,11.72,0.0
hbond_residue,0.167,9,37.45444444444444,17.667683059511738
hbond_residue,0.168,3,20.040000000000003,11.076979130912303
hbond_residue,0.169,10,22.675,9.711330753300498
hbond_residue,0.17,5,23.535999999999998,11.669211798574915
hbond_residue,0.171,5,37.22,12.467193749998431
hbond_residue,0.172,4,22.9375,7.168446048482196
hbond_residue,0.173,1,22.9,0.0
hbond_residue,0.174,5,28.436,3.5345358959840825
hbond_residue,0.175,3,36.14,18.784101433570537
hbond_residue,0.176,6,20.036666666666665,7.457304398298951
hbond_residue,0.177,4,27.9875,18.750177832490014
hbond_residue,0.178,1,22.8,0.0
hbond_residue,0.179,1,14.49,0.0
hbond_residue,0.18,4,37.6975,12.70031766335
hbond_residue,0.181,2,21.965,3.835000000000001
hbond_residue,0.182,6,22.786666666666665,12.338978437816028
hbond_residue,0.183,3,35.76666666666667,17.974740301013778
hbond_residue,0.185,1,22.92,0.0
hbond_residue,0.188,4,17.7725,5.389811569062503
hbond_residue,0.189,1,23.96,0.0
hbond_residue,0.19,1,16.7,0.0
hbond_residue,0.191,3,24.713333333333335,4.231361745611242
hbond_residue,0.193,1,8.3,0.0
hbond_residue,0.195,1,16.83,0.0
hbond_residue,0.2,1,15.98,0.0
hbond_residue,0.206,1,22.95,0.0
hbond_residue,0.207,4,27.207500000000003,5.938671463383035
hbond_residue,0.222,1,11.52,0.0
hbond_residue,0.226,1,31.13,0.0
