type,value,count,mean,std
hbond_residue,0.003,3,89.96,4.115928408836416
hbond_residue,0.004,5,41.002,17.39876133522154
hbond_residue,0.005,1,70.2,0.0
hbond_residue,0.006,6,52.93666666666667,20.605824958545636
hbond_residue,0.007,7,60.230000000000004,30.052379986569164
hbond_residue,0.008,10,65.902,32.552323050744015
hbond_residue,0.009,13,68.94461538461539,59.684009792004346
hbond_residue,0.01,8,35.81875,18.10498097037111
hbond_residue,0.011,23,38.21826086956522,22.195274595434267
hbond_residue,0.012,25,56.452000000000005,36.66380383975454
hbond_residue,0.013,29,51.09172413793104,26.771808006257256
hbond_residue,0.014,21,53.348095238095226,44.702437306413024
hbond_residue,0.015,30,57.946999999999996,45.82387079168818
hbond_residue,0.016,37,43.247837837837835,26.84128396807397
hbond_residue,0.017,28,55.39178571428571,48.154960881777384
hbond_residue,0.018,40,50.97425,39.28798034307058
hbond_residue,0.019,47,54.77978723404256,31.89303995901098
hbond_residue,0.02,36,47.34972222222222,33.96104659803568
hbond_residue,0.021,46,55.62739130434782,48.316958650092076
hbond_residue,0.022,37,41.954594594594596,26.603419470781372
hbond_residue,0.023,50,55.27400000000001,34.35015027623606
hbond_residue,0.024,48,52.11958333333333,43.698664069889546
hbond_residue,0.025,57,46.83719298245614,32.70945422396137
hbond_residue,0.026,86,46.38046511627907,32.66283425614091
hbond_residue,0.027,78,44.014358974358984,26.65145796703387
hbond_residue,0.028,79,50.746962025316456,33.96609338195179
hbond_residue,0.029,72,41.78763888888889,29.661042514319444
hbond_residue,0.03,97,48.38762886597937,37.3512984020083
hbond_residue,0.031,97,44.48381443298968,30.68541160633341
hbond_residue,0.032,104,45.49134615384616,35.49349019559492
hbond_residue,0.033,112,43.34866071428571,38.396701855561574
hbond_residue,0.034,120,46.900916666666674,33.24140339987251
hbond_residue,0.035,128,36.57734375,18.06089203415313
hbond_residue,0.036,127,43.61212598425196,29.164658410559184
hbond_residue,0.037,181,44.595469613259674,28.088433069384195
hbond_residue,0.038,177,39.86022598870056,28.87193605344735
hbond_residue,0.039,161,38.357826086956514,21.56708622687776
hbond_residue,0.04,176,36.93204545454545,19.81269824443926
hbond_residue,0.041,216,36.906388888888884,22.585804844600844
hbond_residue,0.042,208,38.61673076923077,26.323723796310393
hbond_residue,0.043,273,41.86952380952381,25.10994119188035
hbond_residue,0.044,266,40.93191729323308,28.014599263382234
hbond_residue,0.045,355,38.66321126760563,24.61648764657455
hbond_residue,0.046,257,35.981828793774326,22.01233899115991
hbond_residue,0.047,400,38.07125,23.645934850149192
hbond_residue,0.048,405,36.42246913580247,20.891121874198802
hbond_residue,0.049,387,35.8843669250646,21.491132256921397
hbond_residue,0.05,471,37.71496815286625,21.693057142406165
hbond_residue,0.051,454,37.91165198237886,22.121143336483424
hbond_residue,0.052,532,39.784398496240605,22.662210019855916
hbond_residue,0.053,555,37.52965765765766,24.561092847525813
hbond_residue,0.054,537,36.96156424581006,22.038865698522912
hbond_residue,0.055,577,36.79785095320624,23.324891589286363
hbond_residue,0.056,758,38.019327176781005,21.194854946339817
hbond_residue,0.057,659,36.214704097116844,21.140785184219375
hbond_residue,0.058,702,35.55024216524217,21.318815962522873
hbond_residue,0.059,679,37.10472754050074,20.47864058148581
hbond_residue,0.06,761,38.080643889618926,21.567146304432864
hbond_residue,0.061,818,36.38739608801956,21.050390461323175
hbond_residue,0.062,962,35.343035343035346,21.410277190474932
hbond_residue,0.063,738,35.64121951219512,21.759748601888695
hbond_residue,0.064,818,38.19029339853301,21.79580588536808
hbond_residue,0.065,848,36.87870283018868,22.88110747349387
hbond_residue,0.066,847,37.10001180637544,20.737225580902788
hbond_residue,0.067,886,35.956602708803615,22.241655732995557
hbond_residue,0.068,934,39.06847965738757,24.930403676094222
hbond_residue,0.069,811,35.003144266337856,20.03647625870744
hbond_residue,0.07,909,35.37849284928493,21.656804773512267
hbond_residue,0.071,1067,35.163149015932525,20.606342082929537
hbond_residue,0.072,899,34.73218020022247,21.2669305537961
hbond_residue,0.073,903,36.74449612403101,22.333689620777566
hbond_residue,0.074,890,35.85786516853933,20.200285940345204
hbond_residue,0.075,854,37.44564402810304,24.63187990640181
hbond_residue,0.076,926,34.583455723542116,21.79262187501918
hbond_residue,0.077,860,35.23236046511628,20.61079454445621
hbond_residue,0.078,900,35.359722222222224,19.643860670294693
hbond_residue,0.079,868,36.10845622119815,20.761074600908522
hbond_residue,0.08,859,35.74965075669383,20.689421323691683
hbond_residue,0.081,898,34.41958797327394,20.366142668708076
hbond_residue,0.082,790,36.80664556962025,21.64888593651185
hbond_residue,0.083,764,36.263599476439786,20.407801242969935
hbond_residue,0.084,767,37.69984354628422,24.517849060040586
hbond_residue,0.085,877,33.74480045610034,22.020276249930156
hbond_residue,0.086,646,35.12015479876161,19.708771529657437
hbond_residue,0.087,692,34.51465317919075,18.57429185576934
hbond_residue,0.088,628,34.91856687898089,20.34808389820353
hbond_residue,0.089,618,34.558446601941746,21.302699059766287
hbond_residue,0.09,579,35.46131260794473,20.995989172143904
hbond_residue,0.091,715,33.51643356643357,19.051821314311127
hbond_residue,0.092,606,35.451452145214525,21.744720110333745
hbond_residue,0.093,613,32.710424143556274,18.35166096512773
hbond_residue,0.094,531,35.07210922787194,19.84780802280451
hbond_residue,0.095,474,33.75204641350211,18.418217700976015
hbond_residue,0.096,405,34.35513580246914,20.724399332612926
hbond_residue,0.097,496,33.37193548387096,19.295020288858225
hbond_residue,0.098,481,35.24135135135134,20.29138727515073
hbond_residue,0.099,433,32.25524249422633,16.155095636067298
hbond_residue,0.1,363,34.287134986225894,22.151123149977522
hbond_residue,0.101,515,31.653650485436895,18.97173435255351
hbond_residue,0.102,335,33.64313432835821,17.81981298869618
hbond_residue,0.103,309,35.28967637540454,25.343931067742126
hbond_residue,0.104,277,31.720288808664254,19.28372422882043
hbond_residue,0.105,357,34.230196078431376,24.877661420975226
hbond_residue,0.106,290,32.99655172413793,17.778864975963213
hbond_residue,0.107,230,36.191782608695654,20.831432935030037
hbond_residue,0.108,231,34.25965367965368,20.208205522580002
hbond_residue,0.109,327,32.92584097859327,21.72263055238442
hbond_residue,0.11,200,32.91915,20.16282169681367
hbond_residue,0.111,211,31.90104265402844,18.98534802607438
hbond_residue,0.112,184,31.37483695652174,21.047633192758163
hbond_residue,0.113,212,30.849009433962262,19.827244679126466
hbond_residue,0.114,157,31.106942675159242,17.038315108471476
hbond_residue,0.115,156,30.798461538461535,19.049096019800984
hbond_residue,0.116,171,29.679883040935675,16.540650297585714
hbond_residue,0.117,143,32.94391608391608,18.795181722796883
hbond_residue,0.118,132,32.54969696969697,21.324280794984016
hbond_residue,0.119,129,30.552480620155038,17.034478717129947
hbond_residue,0.12,115,32.5075652173913,17.553132835271978
hbond_residue,0.121,116,30.238275862068964,16.22331741851312
hbond_residue,0.122,81,36.08074074074074,19.965608998004036
hbond_residue,0.123,72,33.347500000000004,20.55882270394446
hbond_residue,0.124,92,28.603152173913042,15.588883645876288
hbond_residue,0.125,72,30.63597222222222,18.96606916602224
hbond_residue,0.126,79,32.978987341772154,19.382027927166444
hbond_residue,0.127,74,30.6704054054054,15.84966880370053
hbond_residue,0.128,75,33.20493333333333,19.003781684940733
hbond_residue,0.129,65,36.747846153846154,23.746547181711588
hbond_residue,0.13,57,37.46421052631579,30.918709713402396
hbond_residue,0.131,55,30.329090909090908,16.94871936945275
hbond_residue,0.132,55,30.268909090909094,20.73978562813093
hbond_residue,0.133,45,35.94577777777778,21.663654404851446
hbond_residue,0.134,35,29.922,17.882124801839726
hbond_residue,0.135,32,32.2921875,18.184909220005572
hbond_residue,0.136,28,28.796071428571423,19.06643991401903
hbond_residue,0.137,27,26.64962962962963,11.913980421859666
hbond_residue,0.138,39,27.83384615384616,16.03052930574924
hbond_residue,0.139,29,28.624137931034483,24.130467437237844
hbond_residue,0.14,35,30.76028571428572,19.063564272598928
hbond_residue,0.141,22,29.607727272727278,11.297107003693139
hbond_residue,0.142,27,26.823703703703703,13.044899996251734
hbond_residue,0.143,17,23.834117647058825,9.487605573355742
hbond_residue,0.144,17,34.56058823529412,13.589087953894664
hbond_residue,0.145,33,29.458787878787877,11.544225568885409
hbond_residue,0.146,19,29.79736842105263,13.361787164623113
hbond_residue,0.147,14,37.88142857142857,29.81868083149575
hbond_residue,0.148,18,30.269999999999996,16.627732858089825
hbond_residue,0.149,9,22.46111111111111,11.276793717329847
hbond_residue,0.15,16,26.29875,13.946677415696543
hbond_residue,0.151,20,35.579,21.09094471568308
hbond_residue,0.152,18,31.452777777777776,20.734258233806504
hbond_residue,0.153,15,26.440666666666665,18.541417229782862
hbond_residue,0.154,5,31.694,12.137071475442502
hbond_residue,0.155,10,35.190999999999995,13.470740477048764
hbond_residue,0.156,11,29.58363636363636,15.164122893873415
hbond_residue,0.157,15,28.892666666666667,12.725837479535702
hbond_residue,0.158,5,20.586000000000002,5.358270616532913
hbond_residue,0.159,14,25.58785714285714,9.967679324820246
